national_park,state,trail,activity,overall_rating,comment_title,comment_ratings,comment_text
Sequoia and Kings Canyon National Park,California (CA),Congress Trail,Hiking Trails,5.0,Best Area for Lots of Giant Sequoias!,5.0 of 5 bubbles,"Parking for this trail is at the Sherman Tree Parking area (restrooms available here), off of Wolverton Rd (off of Generals Hwy).  We visited the General Sherman Tree (Wow!) first and then continued onto the Congress Trail.  The “Giant Forest Trail Map” we had purchased ($3.50) earlier at a visitor center was extremely helpful for this area of the park with all its many intersecting paths.  There had been a snow storm 2 days before and the Congress Trail was covered with snow/ice/slush.  We were glad to have our trekking poles with us for this hike.  We had to walk slower than usual to watch carefully where we placed our feet.  The Congress Trail was Great as it was so nice and quiet we felt like we had it all to ourselves - maybe because we started fairly early at 8:35 a.m. from parking area.  In addition to the Congress Trail we hiked a bit extra on the Alta Trail to see the Lincoln Tree (route is shown on the purchased map). That was well worth the extra effort as you can stand inside the open base of this grand sequoia tree.  The parking area was much more crowded when we returned at 11:05 a.m.  We spent 2 hours and 30 minutes total hiking in this area, but we hiked slower than usual due to the condition of the trails.  We felt this area of the park had the best concentration of giant sequoias.  If you only have time for one hike to see giant sequoias, be sure to do this one."
Sequoia and Kings Canyon National Park,California (CA),Generals Highway,Scenic Drives,4.5,The only highway runs through the 2 parks.,3.0 of 5 bubbles,"we entered the Sequoia national park from the South entrance, then drive along the General highway, to the Giant Forest Museum, during this portion, we pass thru' the Hospital rock, some overlook points such as the Eleven range overlook. This portion is quite winding, but it's ok as long as you follow the rules not over-speed. We then go to General Sherman tree trail, afterwards, we drove along the General highway to the Kings Canyon national park, there are some overlooks in the Kings canyon portions. This is the only way to drive from Sequoia to Kings canyon, no matter it's good or not, you have to drive thru' it unless you just go to either one park, not both of them."
Sequoia and Kings Canyon National Park,California (CA),Generals Highway,Scenic Drives,4.5,"There is gas ""in the park""",3.0 of 5 bubbles,"How do rate a park road?  This one is paved and well traveled so no hesitation driving after dark.  It is the main road in Sequoia National Park, going north-south.  Speeds are generally in the 35 mph range, so allow appropriate travel time.  Although  guide books will tell you there is no gasoline in the park, the National Forest Service operates Sony Creek Lodge on Generals Highway, about midway between Grant Grove and Wuksachi and there is gasoline, a restaurant and store there.  Use a NPS map to note points of interest along the highway and group according to location and time."
Sequoia and Kings Canyon National Park,California (CA),Generals Highway,Scenic Drives,4.5,"Long, winding, stomach churning road with a few nice vistas",3.0 of 5 bubbles,"Long, scary winding road that never seemed to end and we took the less scary route. Maybe it was pretty, but I had my eyes shut half the time. There were certainly a few very pretty vista points, but it just truly felt like it took forever to get to Sequoia. The drive back down at night was much better for me bc I was not on scary side and couldn't see the drop offs nearly as well. I guess I should say 180 as a whole and not just the highway was scary and very long and winding. It was almost instant motion sickness as I read about so I came prepared and gave us and the kids gum, which helps mitigate that issue. So glad we skipped the Twin Cities route, which is said to be even worse. It was mainly the length of this road and 180 that was tiring. Saw a very unique and beautiful red colored sunset over city lights on our way down on 180, leaving Kings Canyon though. "
Sequoia and Kings Canyon National Park,California (CA),Generals Highway,Scenic Drives,4.5,Much of the Road Was Closed But What We Saw Was Beautiful,5.0 of 5 bubbles,"We drove on part of the Generals Highway on our recent visit to Sequoia and Kings Canyon.  Due to winter snows that were 2.5 times larger than normal, parts of the road were damaged and therefore closed.  We were able to drive 6 miles into Sequoia on the Generals Highway.  It is a beautiful drive and we did get to see a couple of interesting places like Tunnel Rock and Hospital Rock.  The Kaweah River was flowing very swiftly because of all the snow melt.  It was a good visit, but it is probably best to wait until the road is reopened."
Sequoia and Kings Canyon National Park,California (CA),Generals Highway,Scenic Drives,4.5,Beautiful road transecting Sequoia National Park,4.0 of 5 bubbles,The General's Highway is the main road transecting Sequoia National Park providing access to important sightseeing for visitors to the National Park. 
Sequoia and Kings Canyon National Park,California (CA),Generals Highway,Scenic Drives,4.5,Breathtaking views,5.0 of 5 bubbles,"If views are what you are going for, this one is fantastic and I don't regret the ride. However, be prepared for somewhat narrow lanes compared to other major national park roads, construction delays and steep drop-offs on the sides of the road with no guardrails : |"
Sequoia and Kings Canyon National Park,California (CA),Generals Highway,Scenic Drives,4.5,A Long and Winding Road,4.0 of 5 bubbles,"The General’s Highway is the main (and only) paved road running through Sequoia National Park from the north to south entrances.  It is roughly 50 miles from the south entrance to the road junction leading to the north entrance/exit (which is actually in King’s Canyon National Park).  The road passes through the Giant Forest, the largest concentration of Giant Sequoias, passes close to the General Sherman tree, the Lodgepole area, and Wuksachi Lodge.  There is a parking area another 10 miles or so north of Wuksachi where many Sequoias are right by the roadway.  It is a beautiful drive in good weather but slow, especially when there is much traffic.  Opportunities to pass are few and far between, and the road is so winding you can’t go fast in any case; although going slow and enjoying the scenery is a plus.  The road is in reasonably good shape from the south entrance to the Wuksachi Lodge (roughly halfway), and for about another 5 miles north until you reach the Little Baldy Saddle.  North of this spot the road deteriorates significantly.  You are in for a bumpy ride from this point to the north entrance, and a painful one if you have back problems.  Also, there is no gasoline available in the park.  There is a self-serve gas station at Stoney Creek Lodge 12 miles north of the Wuksachi Lodge in the Sequoia National Forest.  I don’t know if it is open all the time.  Breakfast, lunch and dinner are available at The Peaks restaurant at the Wuksachi Lodge, and they also provide box lunches.  Food is also available in more of a fast food setting at Lodgepole but they are only open during the season – this place was closed when we visited in mid-October.  Food may also be available about 15 miles north at the Stoney Creek Lodge on the Sequoia National Forest.  Otherwise you will have to drive to Grant’s Grove in King’s Canyon NP to the next restaurant (25 miles north of Wuksachi)."
Sequoia and Kings Canyon National Park,California (CA),Generals Highway,Scenic Drives,4.5,Beautiful drive- great views,5.0 of 5 bubbles,"This is one of the roads that runs through the two parks, you have to take this road to see any of the vistas, hikes, attractions. You definitely need a full tank of gas and your own water before heading out. You may also need chains, so check the website and road conditions before you head out. We started on the highway with sun and blue skies and ended it about 20 degrees cooler with grey skies in snow! I didn't see anywhere to stop for food, so pack a picnic as well."
Sequoia and Kings Canyon National Park,California (CA),Generals Highway,Scenic Drives,4.5,Gorgeous views but bring Dramamine for kids in the back seat!,5.0 of 5 bubbles,"The Generals Highway begins as soon as you enter the park from CA-180. Turn left to begin exploring Kings Canyon, or right to head south towards Sequoia. "
