trail,overall_rating,comment_title,ratings,comment_text
Petit Jean State Park,4.5,Yurt,5.0 of 5 bubbles,"We took our 3 small grandchildren and rented a yurt. It was a great vacation, they played in the lake , we hiked to the waterfall and bear cave. The yurt is reasonably priced and came with a canoe ! We look forward to another trip this summer"
Petit Jean State Park,4.5,Cabin 17,5.0 of 5 bubbles,"This is a review of cabin 17. First off, the park brochure map shows cabins 17 & 18  being set back off the ridge behind cabins 16 & 19. That is incorrect. Cabins 17 & 18 basically share the same fantastic view of the valley as cabins 16 & 19. The same valley you see from the Palisades Overlook. Secondly cabin 17 is listed as a pet friendly cabin. We did not have a pet with us but this was the only cabin available. Other than a slight air freshener scent on the LR sofa and chair, we did not notice any sign that pets had recently stayed in the cabin. "
Petit Jean State Park,4.5,"Beautiful park and Lodge, great hiking.￼",5.0 of 5 bubbles,"We visited  this park on a Sunday morning, early, to hike the Cedar Falls Trail. 2 miles round-trip, pretty strenuous over lots of rocks. We had poles and hiking boots, which we were happy to have. Not much water in the creek and coming over the falls, still nice. Stopped by the lodge for Sunday brunch, but had 30 minutes waiting￼ list, so we moved on. Beautiful views."
Petit Jean State Park,4.5,Relaxing Visit,5.0 of 5 bubbles,"We stayed in the Honeymoon suite. It has a full kitchen (pots, pans, cooking utensils, plates, cups, silverware, dish soap included). Satellite TV although we really didn't watch much, we were too busy enjoying the hot tub. Nice bathroom,shower a little small but enough water pressure and hot water to overlook the size. Comfortable King size bed and private deck with grill and sturdy picnic table. Quite setting and amazing views, waterfalls could be seen from the deck. Love the place and we will definitely be enjoying this place again and again."
Petit Jean State Park,4.5,Great experience but keep in mind,4.0 of 5 bubbles,It’s a wonderful state park with trails ranging from 0.5 miles and easy to 12 miles. The outlooks all offer a spectacular view. Go sit in front of Mather Lodge for the sunset colors. 
Kapalua Coastal Trail,4.5,Easy scenic walk on the coast,4.0 of 5 bubbles,"Very nice walk, quite easy to complete. But not handicap or wheelchair accessible as you will have to walk over some rocky areas that are not paved trail. Not much shade or anywhere to sit. We ended up staying on our way back at the beach at the beginning of the trail, Kapalua Bay beach  Found this little cove to be better than the better known Ka'opala Beach. This small beach has very calm water since it's a cove and is crystal clear with some reefs to snorkel over as well. It has limited space and gets a lot of people from the hotel next to it. "
Kapalua Coastal Trail,4.5,It's been a couple of years since our last visit,4.0 of 5 bubbles,"From the Marriott/Whaler's Village, we took the local bus ($1 for seniors, $2 for regular fare) up to the Kapalua golf course.  From there, we walked down to the beach (D.T. Fleming), around the Honokaihua Burial site (ancient, sacred, cultural grounds), along the Kapalua Coastal Trail, and back to the bus stop (route #28) in front of Sea Horse Restaurant."
Kapalua Coastal Trail,4.5,"Beautiful, easy hike",5.0 of 5 bubbles,"We did this last week with our teen boys.  Beautiful, easy hike, mostly paved or easy paths.  Only a short part is rocky.  Take water as there is no shade and go early to beat the crowds and get parking. Maui is mobbed with tourists now as you will see on some of the beaches you pass on this hike."
Kapalua Coastal Trail,4.5,A Great Free Incredible Experience on Maui,5.0 of 5 bubbles,"There are several places to access the coastal trail: from the Kapalua Beach parking lot to the Ritz Carlton.  You can stop along the way for swimming, snorkeling, cliff jumping, cliff walks, bogie boarding, surfing or visiting dragon's teeth and the labyrinth.  Parking may always be an issue, however, you can park for $10/day at the Kapalua Tennis Club parking lot across from Merriman's restaurant.  The views are simply spectacular and it is totally free.  You will love all the photo ops available. Bring water because there aren't many water fountains along the way.  Travel lightly because you don't want to have to cart many things around while on the trail.  It is not strenuous although you need a good had to shield the bright sunshine.  Do this and commune with the ocean.  The white water breaking on the cliffs is mesmerizing."
Kapalua Coastal Trail,4.5,My Favorite Activity in Maui!,5.0 of 5 bubbles,"LOVE getting to walk the Kapalua Coastal Trail! It varies by the time of day, weather, but it is filled with so many varied beautiful vistas. There is some flat walking, hills, moderate rocky climbing-it has it all. This is a moderate trail that families can surely enjoy. "
Kapalua Coastal Trail,4.5,Stunningly beautiful and easy walk,5.0 of 5 bubbles,A stunning and easy coastal walk with plethora of picture perfect postcard views across a range of different types of terrain. We went during the evening for sunset and there were a number of people with photographers getting professional photographs taken. One of our favourite activities on our day trip to West Maui.
Kapalua Coastal Trail,4.5,Wonderful sunsets,5.0 of 5 bubbles,"It’s a nice, relatively short, but quite scenic trail that was the most enjoyable around sunset.  Minimal areas were challenging, though I wouldn’t necessarily do it in flip flops.  One of the highlights was dreaming of how the wealthy people live in the amazing adjoining gated communities.  Great trail to soak in the good Maui life."
Kapalua Coastal Trail,4.5,"Rough terrain, the lava is hard on shoes and feet",4.0 of 5 bubbles,We took the Maui bus to Kapalua Beach and walked the path up to the trail.  There are nesting birds in the environ so tread softly and carefully!
Kapalua Coastal Trail,4.5,Stunning walking path!,5.0 of 5 bubbles,"We stayed at a hotel in Kapalua and I couldn’t get enough of this gorgeous path along the water.  It’s about 1.6 miles each way.  It’s especially beautiful in the early morning and around sunset.  Parts of it are more rough than others so be prepared to clean your shoes afterwards.  Definitely walk out along the lava rocks to try and spot sea turtles, whales and dolphins.  You can walk one way on the path and the other way on a sidewalk along the street if you like.  There’s several beautiful beaches along the way.  Love it!"
Kapalua Coastal Trail,4.5,Loved This Hike!,5.0 of 5 bubbles,"Easy hiking and so beautiful! We have been on this hike several times. However, most people were not wearing masks. If you love fantastic views and a great walk, we highly recommend. You will walk by beaches but also cliffs that are truly amazing! We saw turtles and whales (February visit). Very windy so dress accordingly and ladies, recommend putting hair up. "
