Name,Coords,Distance,Avg time,Climb,Descent,Activities,Riding Area,Difficulty Rating,Local Popularity,Altitude start,Altitude end,Grade
Trail 9 DH,"(38.906300, -120.727370)",1.2 miles,00:09:31,37 ft,-692 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Black Diamond rate,75 in Mountain Biking [+],"3,337 ft","2,684 ft",-10.4%
Trail 91,"(36.625480, -121.768670)",1.1 miles,00:07:04,161 ft,-11 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,90 in Mountain Biking [+],447 ft,594 ft,2.5%
Trail 91 #91,"(36.629350, -121.763230)","2,635 ft",00:03:30,123 ft,NA,"E-Bike Hike
Mountain Biking not recommended or allowed.","Fort Ord National Monument
Monterey, California",Green rate,NA,449 ft,571 ft,4.661%
Trail 92,"(36.628010, -121.756600)","1,138 ft",00:01:09,6 ft,-18 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,80 in Mountain Biking [+],583 ft,571 ft,-1%
Trail 93,"(36.628430, -121.759930)",961 ft,00:01:03,3 ft,-43 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,95 in Mountain Biking [+],546 ft,505 ft,-4.2%
Trail 94,"(36.632220, -121.755260)","1,611 ft",00:02:29,33 ft,NA,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,85 in Mountain Biking [+],558 ft,594 ft,2.1%
Trail 95,"(36.629840, -121.754820)","1,368 ft",00:01:01,NA,-51 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,65 in Mountain Biking [+],597 ft,548 ft,-3.7%
Trail 96,"(36.629910, -121.753360)","2,178 ft",00:02:06,39 ft,-26 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,95 in Mountain Biking [+],573 ft,586 ft,0.576%
Trail C-26,"(36.649732, -121.731957)","3,147 ft",00:03:14,64 ft,-23 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,100 in Mountain Biking [+],166 ft,207 ft,1.314%
Trail C-27,"(36.650672, -121.737447)","1,986 ft",00:01:42,26 ft,-25 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,75 in Mountain Biking [+],217 ft,218 ft,0.083%
Trail C-28,"(36.647040, -121.741208)","1,509 ft",00:01:04,13 ft,-78 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,55 in Mountain Biking [+],284 ft,219 ft,-4.304%
Trail C-29,"(36.650440, -121.741959)",703 ft,00:00:31,14 ft,NA,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,95 in Mountain Biking [+],207 ft,221 ft,2.006%
Trail C-30,"(36.648811, -121.741795)","1,128 ft",00:01:29,60 ft,NA,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,100 in Mountain Biking [+],218 ft,278 ft,5.292%
Trail C-31,"(36.646837, -121.743193)","1,647 ft",00:01:14,6 ft,-107 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,40 in Mountain Biking [+],320 ft,220 ft,-6.094%
Trail C-32,"(36.650181, -121.747618)","1,780 ft",00:01:46,79 ft,-68 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,80 in Mountain Biking [+],302 ft,313 ft,0.608%
Trail C-33,"(36.650749, -121.744451)","2,819 ft",00:03:25,121 ft,-36 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,80 in Mountain Biking [+],223 ft,309 ft,3.038%
Trail C-34,"(36.647950, -121.751821)",832 ft,00:01:11,1 ft,-52 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,70 in Mountain Biking [+],357 ft,306 ft,-6.072%
Trail C-35,"(36.649318, -121.750429)","2,131 ft",00:02:10,23 ft,-52 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,65 in Mountain Biking [+],337 ft,307 ft,-1.386%
Trail C-36,"(36.649547, -121.749442)","1,009 ft",00:00:37,17 ft,-42 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,55 in Mountain Biking [+],339 ft,314 ft,-2.505%
Trail C-37,"(36.648701, -121.749260)","2,311 ft",00:02:31,31 ft,-65 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,55 in Mountain Biking [+],330 ft,295 ft,-1.491%
Trail C-37 Loop,"(36.645428, -121.755201)",289 ft,00:00:22,4 ft,NA,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,30 in Mountain Biking [+],295 ft,298 ft,0.908%
Trail C-41,"(36.654050, -121.742699)","1,585 ft",00:01:53,33 ft,-58 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,90 in Mountain Biking [+],241 ft,218 ft,-1.511%
Trail C-42,"(36.651300, -121.742018)",843 ft,00:01:50,10 ft,-10 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,85 in Mountain Biking [+],217 ft,216 ft,-0.078%
Trail C-43,"(36.651903, -121.742302)",351 ft,00:00:17,2 ft,NA,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,30 in Mountain Biking [+],204 ft,206 ft,0.655%
Trail C-45,"(36.652813, -121.743777)","1,279 ft",00:01:14,91 ft,NA,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,35 in Mountain Biking [+],210 ft,301 ft,7.08%
Trail C-46,"(36.653680, -121.743660)",502 ft,00:00:32,10 ft,NA,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,90 in Mountain Biking [+],244 ft,253 ft,1.9%
Trail C-47,"(36.653956, -121.747535)","1,481 ft",00:01:14,4 ft,-57 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,85 in Mountain Biking [+],295 ft,242 ft,-3.545%
Trail C-48,"(36.654345, -121.745301)",529 ft,00:00:21,NA,-24 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,100 in Mountain Biking [+],268 ft,243 ft,-4.649%
Trail C-49,"(36.652673, -121.749182)","1,908 ft",00:01:54,26 ft,-76 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,90 in Mountain Biking [+],295 ft,244 ft,-2.632%
Trail C-50,"(36.655292, -121.757510)","5,222 ft",00:05:27,67 ft,-73 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,60 in Mountain Biking [+],247 ft,240 ft,-0.119%
Trail C-51,"(36.652221, -121.745258)",936 ft,00:01:21,86 ft,-1 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,95 in Mountain Biking [+],217 ft,302 ft,9.043%
Trail C-51 Spur,"(36.652350, -121.745300)",637 ft,00:00:18,66 ft,NA,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,100 in Mountain Biking [+],222 ft,288 ft,10.304%
Trail C-52,"(36.651901, -121.747130)",748 ft,00:00:23,6 ft,-22 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,50 in Mountain Biking [+],231 ft,216 ft,-2.061%
Trail C-53,"(36.654989, -121.748903)","1,741 ft",00:01:59,77 ft,-35 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,50 in Mountain Biking [+],226 ft,270 ft,2.488%
Trail C-54,"(36.652155, -121.746194)","2,587 ft",00:02:56,93 ft,-8 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,95 in Mountain Biking [+],228 ft,314 ft,3.31%
Trail C-55,"(36.655505, -121.749796)","2,045 ft",00:01:59,95 ft,-34 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,75 in Mountain Biking [+],223 ft,283 ft,2.92%
Trail C-56,"(36.649467, -121.753932)","1,128 ft",00:00:55,15 ft,-12 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,95 in Mountain Biking [+],314 ft,316 ft,0.233%
Trail C-57,"(36.649770, -121.753720)","1,460 ft",00:01:28,31 ft,-36 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,40 in Mountain Biking [+],318 ft,313 ft,-0.337%
Trail C-57 Spur,"(36.649740, -121.755230)",349 ft,00:00:08,5 ft,-19 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,70 in Mountain Biking [+],343 ft,329 ft,-4.042%
Trail C-58,"(36.650541, -121.752036)","2,081 ft",00:02:42,51 ft,-42 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,35 in Mountain Biking [+],283 ft,293 ft,0.441%
Trail C-59,"(36.649263, -121.753685)",860 ft,00:00:42,33 ft,-7 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,75 in Mountain Biking [+],306 ft,333 ft,3.053%
Trail C-60,"(36.651141, -121.755131)","1,061 ft",00:00:42,NA,-27 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,100 in Mountain Biking [+],333 ft,304 ft,-2.658%
Trail C-61,"(36.651335, -121.754493)",700 ft,00:00:34,33 ft,-15 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,90 in Mountain Biking [+],324 ft,343 ft,2.673%
Trail C-62,"(36.653160, -121.754780)","1,505 ft",00:01:27,47 ft,-60 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,80 in Mountain Biking [+],300 ft,286 ft,-0.915%
Trail C-81,"(36.655250, -121.757970)","2,595 ft",00:02:58,33 ft,-23 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,15 in Mountain Biking [+],244 ft,254 ft,0.379%
Trail C-82,"(36.652060, -121.757459)","2,640 ft",00:03:50,30 ft,-50 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,30 in Mountain Biking [+],305 ft,285 ft,-0.758%
Trail C-83,"(36.654200, -121.763480)","1,295 ft",00:02:32,31 ft,-6 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,20 in Mountain Biking [+],260 ft,286 ft,1.976%
Trail C-84,"(36.650954, -121.758130)","3,167 ft",00:06:46,49 ft,-31 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,20 in Mountain Biking [+],286 ft,304 ft,0.57%
Trail C-85,"(36.652191, -121.764243)","2,580 ft",00:03:34,111 ft,-61 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,15 in Mountain Biking [+],311 ft,362 ft,1.971%
Trail C-86,"(36.645908, -121.767325)","3,101 ft",00:02:27,10 ft,-67 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,70 in Mountain Biking [+],341 ft,283 ft,-1.851%
Trail C-87,"(36.648330, -121.756660)","1,444 ft",00:02:41,2 ft,-34 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,15 in Mountain Biking [+],316 ft,284 ft,-2.249%
Trail C-88,"(36.647630, -121.756960)","2,776 ft",00:02:36,57 ft,-50 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,70 in Mountain Biking [+],316 ft,323 ft,0.236%
Trail C-89,"(36.648503, -121.757706)","1,295 ft",00:01:20,19 ft,-3 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,95 in Mountain Biking [+],305 ft,321 ft,1.267%
Trail C-90,"(36.645800, -121.765278)","2,950 ft",00:02:16,23 ft,-73 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,80 in Mountain Biking [+],363 ft,313 ft,-1.702%
Trail C-91,"(36.646674, -121.759852)",398 ft,00:01:00,NA,-42 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,15 in Mountain Biking [+],344 ft,301 ft,-10.64%
Trail C-92,"(36.645819, -121.765391)","1,335 ft",00:00:59,5 ft,-61 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,25 in Mountain Biking [+],362 ft,305 ft,-4.275%
Trail C-93,"(36.645331, -121.762470)",658 ft,00:00:49,26 ft,-2 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,85 in Mountain Biking [+],336 ft,361 ft,3.792%
Trail C-94,"(36.645830, -121.766619)","1,150 ft",00:00:53,10 ft,-18 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,80 in Mountain Biking [+],347 ft,339 ft,-0.713%
Trail C-95,"(36.646011, -121.762891)",191 ft,00:00:12,21 ft,NA,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,5 in Mountain Biking [+],344 ft,365 ft,11.186%
Trail C-96,"(36.648641, -121.767928)","1,311 ft",00:02:16,34 ft,-8 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,40 in Mountain Biking [+],304 ft,331 ft,2.027%
Trail C-97,"(36.645490, -121.770648)","1,298 ft",00:02:15,45 ft,-9 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,25 in Mountain Biking [+],341 ft,377 ft,2.78%
Trail Canyon 13W03,"(34.307210, -118.253820)",5.4 miles,NA,"3,035 ft",-83 ft,Hike Trail Running,"Burbank
California",Blue rate,90 in Hiking [+],"1,885 ft","4,836 ft",10.3%
Trail Creek #5521,"(41.254070, -122.952890)",2.7 miles,NA,NA,"-2,021 ft",Hike Horse Trail Running,"Russian Wilderness
Etna, California",Blue rate,5 in Hiking [+],"6,896 ft","4,875 ft",-14%
Trail from Woods Cove Park to Ocean Street Extension,"(37.009170, -122.036250)","2,949 ft",00:07:10,NA,-327 ft,Mountain Bike Hike Trail Running,"Santa Cruz
, California",Green rate,15 in Mountain Biking [+],411 ft,85 ft,-11.1%
Trail Gulch #5502,"(41.216060, -122.920720)",3.1 miles,04:00:46,"1,424 ft",-541 ft,Hike Horse Trail Running,"Trinity Alps Wilderness (Eastern)
Trinity Center, California",Blue rate,5 in Hiking [+],"5,542 ft","6,424 ft",5.4%
Trail Gulch Lake,"(41.197210, -122.916070)","1,860 ft",NA,84 ft,NA,Hike Horse Trail Running,"Trinity Alps Wilderness (Eastern)
Trinity Center, California",Blue rate,95 in Hiking [+],"6,325 ft","6,411 ft",4.5%
Trail MK57,"(35.164760, -118.146290)",10.9 miles,NA,"1,649 ft","-2,278 ft",Dirtbike/Moto Mountain Bike Horse Hike Trail Running,"Ojai
, California",Black Diamond rate,5 in Mountain Biking [+],"3,205 ft","2,575 ft",-1.1%
Trail of 100 Giants,"(35.977890, -118.596110)",1.2 miles,00:41:58,123 ft,-129 ft,Hike Trail Running,"Northern Sequoia National Forest
Kernville, California",Green rate,100 in Hiking [+],"6,183 ft","6,178 ft",-0.1%
Trail of 100 Giants,"(35.976860, -118.596310)",702 ft,NA,2 ft,-3 ft,Hike Trail Running,"Northern Sequoia National Forest
Kernville, California",Green rate,100 in Hiking [+],"6,195 ft","6,194 ft",-0.2%
Trail of the Sequoias,"(36.573360, -118.750110)",2.7 miles,NA,439 ft,-601 ft,Hike Trail Running,"Sequoia National Park
Three Rivers, California",Green rate,95 in Hiking [+],"7,039 ft","6,877 ft",-1.1%
Trail Pass #3504,"(36.368420, -118.287710)",10.6 miles,NA,"1,822 ft",-830 ft,Hike Horse Trail Running,"John Muir Wilderness
Whitney Portal, California",Blue rate,5 in Hiking [+],"8,935 ft","9,928 ft",1.8%
Trail Side Parking,"(37.268650, -121.950620)",938 ft,00:01:24,NA,-2 ft,Mountain Bike Hike Trail Running,"Campbell
California",White rate,40 in Mountain Biking [+],234 ft,230 ft,-0.3%
Trail Side Path,"(37.268630, -121.949740)",472 ft,00:00:15,NA,NA,Mountain Bike Hike Trail Running,"Campbell
California",White rate,100 in Mountain Biking [+],233 ft,233 ft,-0.4%
Trail to root farm,"(39.009530, -121.010370)","3,481 ft",00:06:00,32 ft,-43 ft,Mountain Bike Hike Trail Running,"Weimar
, California",Green rate,100 in Mountain Biking [+],"1,755 ft","1,745 ft",-0.3%
Trail to Your Mom's House,"(33.668850, -117.257620)","2,352 ft",00:03:15,NA,-239 ft,Mountain Bike Hike Trail Running,"Canyon Hills Community Park
Lake Elsinore, California",Black Diamond rate,70 in Mountain Biking [+],"1,676 ft","1,437 ft",-10.2%
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trail X,"(33.501840, -117.170260)",5.2 miles,00:38:09,892 ft,-743 ft,Mountain Bike Hike Trail Running,"951 Trails
Murrieta, California",Blue rate,45 in Mountain Biking [+],"1,066 ft","1,214 ft",0.5%
Trailer Skyline,"(34.165120, -117.629030)","1,312 ft",00:01:43,22 ft,-9 ft,Mountain Bike Hike Trail Running,"Rancho Cucamonga
, California",Green rate,35 in Mountain Biking [+],"2,315 ft","2,326 ft",0.9%
Trailhead Crossover,"(39.196410, -120.111540)",443 ft,00:00:22,2 ft,NA,Mountain Bike Horse Hike Trail Running,"Tahoe Cross Country
Tahoe City, California",Green rate,75 in Mountain Biking [+],"6,636 ft","6,640 ft",0.7%
Trailhead Singletrack,"(39.198500, -120.112990)","2,500 ft",00:04:18,NA,-93 ft,Mountain Bike Horse Hike Trail Running,"Tahoe Cross Country
Tahoe City, California",Green rate,100 in Mountain Biking [+],"6,668 ft","6,575 ft",-3.8%
Trailhead to TG Trails,"(33.879010, -117.504070)","1,083 ft",NA,50 ft,NA,Mountain Bike Hike Trail Running,"Riverside
, California",Green rate,5 in Mountain Biking [+],721 ft,771 ft,4.6%
Trails Council Link,"(34.203700, -118.210720)","2,280 ft",00:04:27,117 ft,NA,Mountain Bike Hike Trail Running,"La Canada Flintridge
California",White rate,70 in Mountain Biking [+],"1,314 ft","1,430 ft",5.1%
Trails to homes,"(34.166910, -117.519100)",1.4 miles,00:05:46,NA,-388 ft,Mountain Bike Hike Trail Running,"Rancho Cucamonga
, California",Green rate,30 in Mountain Biking [+],"2,031 ft","1,640 ft",-5.1%
Trans Catalina Trail,"(33.387710, -118.471270)",3.8 miles,NA,"1,341 ft",-201 ft,Hike Trail Running,"Santa Catalina Island
California",Blue rate,NA,82 ft,"1,220 ft",5.7%
Trans Catalina Trail,"(33.407370, -118.418450)",1.8 miles,NA,179 ft,-508 ft,Hike Trail Running,"Santa Catalina Island
California",Blue rate,NA,"1,434 ft","1,106 ft",-3.5%
Trans Catalina Trail,"(33.385730, -118.406290)",1.0 mile,NA,62 ft,-460 ft,Hike Trail Running,"Santa Catalina Island
California",Blue rate,NA,"1,503 ft","1,106 ft",-7.2%
Trans Catalina Trail,"(33.377200, -118.393570)",2.2 miles,NA,796 ft,-434 ft,Hike Trail Running,"Santa Catalina Island
California",Blue rate,NA,"1,087 ft","1,450 ft",3.1%
Trans Catalina Trail,"(33.361110, -118.374860)","4,514 ft",NA,149 ft,-144 ft,Hike Trail Running,"Santa Catalina Island
California",Blue rate,NA,"1,458 ft","1,460 ft",0.1%
Trans Catalina Trail,"(33.360130, -118.367570)","4,485 ft",00:00:43,94 ft,-209 ft,Hike Trail Running,"Santa Catalina Island
California",Blue rate,NA,"1,454 ft","1,339 ft",-2.6%
Trans Catalina Trail,"(33.351130, -118.352450)","2,772 ft",NA,17 ft,-207 ft,Hike Trail Running,"Santa Catalina Island
California",Blue rate,NA,"1,511 ft","1,322 ft",-6.8%
Trans Catalina Trail,"(33.408760, -118.477850)","3,176 ft",NA,372 ft,-81 ft,Mountain Bike Hike Trail Running,"Santa Catalina Island
California",Blue rate,5 in Mountain Biking [+],885 ft,"1,178 ft",9.2%
Trans County to Northside Singletrack,"(32.944640, -117.106240)",1.6 miles,00:14:06,23 ft,-81 ft,Mountain Bike E-Bike Hike Trail Running,"Los Peñasquitos Canyon
San Diego, California",Green rate,65 in Mountain Biking [+],322 ft,262 ft,-0.7%
Trans County Trail,"(32.913820, -116.886140)",1.8 miles,NA,44 ft,-441 ft,Hike Trail Running,"Oakoasis Preserve
Lakeside, California",Green rate,80 in Hiking [+],"1,493 ft","1,096 ft",-4.2%
Transpreserve Trail,"(33.507530, -117.287480)",1.5 miles,NA,52 ft,-260 ft,Hike Trail Running,"Santa Rosa Plateau Ecological Reserve
Murrieta, California",Green rate,75 in Hiking [+],"2,068 ft","1,860 ft",-2.5%
Transverse / Elk Glen Lake Connector,"(37.767700, -122.481070)",331 ft,00:00:21,12 ft,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,65 in Mountain Biking [+],179 ft,194 ft,3.8%
Transverse / MLK Connector (North),"(37.767760, -122.479910)",597 ft,00:00:28,NA,-16 ft,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,80 in Mountain Biking [+],202 ft,187 ft,-2.6%
Transverse / MLK Connector (South),"(37.766530, -122.480590)",364 ft,00:00:30,14 ft,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,55 in Mountain Biking [+],191 ft,207 ft,3.9%
Transverse / MLK Trail,"(37.766950, -122.479360)",404 ft,00:00:51,NA,NA,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,65 in Mountain Biking [+],209 ft,207 ft,-0.4%
Transverse Drive Trail (West),"(37.772650, -122.484340)","3,507 ft",00:03:19,54 ft,-15 ft,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,80 in Mountain Biking [+],180 ft,220 ft,1.2%
Transverse/Crossover Drive Trail,"(37.770450, -122.479680)","3,675 ft",00:02:21,36 ft,-19 ft,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,85 in Mountain Biking [+],233 ft,249 ft,0.5%
Trap Door,"(40.549940, -122.482080)","1,286 ft",00:01:34,NA,-77 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Mule Ridge and Swasey Recreation Area
Redding, California",Green rate,100 in Mountain Biking [+],"1,025 ft",945 ft,-6.1%
Trapdoor,"(35.569549, -117.702021)","3,496 ft",00:03:11,16 ft,-362 ft,Mountain Bike Hike Trail Running,"El Paso Mountains
Ridgecrest, California",Blue rate,50 in Mountain Biking [+],"3,092 ft","2,746 ft",-9.882%
